@relation 'abalone-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,2,22,23,24,25,26,27,28,29-weka.filters.unsupervised.attribute.AddExpression-Ea11-2-Nexpression-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.AddExpression-Ea11-1-Nexpression-weka.filters.unsupervised.attribute.Remove-R11'

@attribute Sex=M numeric
@attribute Sex=F numeric
@attribute Sex=I numeric
@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute 'Whole weight' numeric
@attribute 'Shucked weight' numeric
@attribute 'Viscera weight' numeric
@attribute 'Shell weight' numeric
@attribute a11-1 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}

@data
0,1,0,0.75,0.722689,0.168142,0.439702,0.311029,0.40158,0.387145,19
1,0,0,0.655405,0.647059,0.123894,0.343191,0.297243,0.268598,0.262581,12
1,0,0,0.702703,0.672269,0.172566,0.470515,0.308339,0.42528,0.342302,17
0,0,1,0.506757,0.504202,0.097345,0.161679,0.129792,0.087558,0.138017,6
0,1,0,0.756757,0.806723,0.168142,0.439171,0.386685,0.325214,0.387145,12
1,0,0,0.506757,0.495798,0.088496,0.129449,0.097848,0.132982,0.118087,8
0,1,0,0.682432,0.672269,0.137168,0.295555,0.211163,0.181698,0.317389,16
0,0,1,0.344595,0.336134,0.084071,0.060209,0.043712,0.032916,0.058296,4
0,0,1,0.256757,0.260504,0.053097,0.033469,0.027909,0.028308,0.028401,3
0,0,1,0.155405,0.151261,0.035398,0.01275,0.010424,0.0079,0.013453,2
1,0,0,0.418919,0.428571,0.088496,0.100053,0.070948,0.098091,0.098156,9
0,0,1,0.256757,0.252101,0.061947,0.036657,0.025555,0.053325,0.033383,3
1,0,0,0.351351,0.352941,0.09292,0.077917,0.062206,0.073074,0.073244,5
0,0,1,0.378378,0.369748,0.079646,0.088188,0.06456,0.069124,0.078226,5
0,0,1,0.331081,0.336134,0.088496,0.061449,0.04842,0.053983,0.063279,5
1,0,0,0.587838,0.579832,0.115044,0.2272,0.180901,0.218565,0.20279,10
1,0,0,0.385135,0.403361,0.09292,0.084647,0.057498,0.069124,0.093174,6
0,0,1,0.385135,0.378151,0.079646,0.079157,0.058843,0.052008,0.088191,6
1,0,0,0.574324,0.546218,0.137168,0.2102,0.142905,0.211323,0.197808,10
0,1,0,0.439189,0.453782,0.106195,0.112095,0.089442,0.073733,0.093174,6
0,0,1,0.304054,0.277311,0.070796,0.042146,0.031271,0.054641,0.033383,3
0,0,1,0.216216,0.201681,0.035398,0.024261,0.021856,0.019092,0.018435,3
0,1,0,0.898649,0.915966,0.172566,0.698424,0.401479,0.537196,0.706029,14
1,0,0,0.736486,0.689076,0.168142,0.474411,0.382986,0.41738,0.352267,9
1,0,0,0.709459,0.705882,0.168142,0.384452,0.270343,0.348914,0.322372,12
1,0,0,0.695946,0.663866,0.163717,0.453692,0.317418,0.362739,0.422023,14
1,0,0,0.736486,0.705882,0.163717,0.468567,0.405851,0.427255,0.327354,11
0,1,0,0.662162,0.663866,0.172566,0.354702,0.27236,0.329164,0.282511,13
1,0,0,0.675676,0.672269,0.128319,0.4119,0.390047,0.298881,0.297459,12
0,1,0,0.736486,0.764706,0.181416,0.476536,0.320444,0.337064,0.476831,12
1,0,0,0.736486,0.689076,0.163717,0.450505,0.388702,0.402897,0.317389,10
0,1,0,0.581081,0.537815,0.159292,0.20046,0.155683,0.196182,0.167912,10
0,1,0,0.52027,0.621849,0.137168,0.263503,0.201412,0.199473,0.237668,6
1,0,0,0.560811,0.563025,0.123894,0.24969,0.18729,0.287031,0.177877,11
0,1,0,0.608108,0.613445,0.141593,0.267044,0.183927,0.227123,0.272546,7
0,0,1,0.358108,0.344538,0.070796,0.070126,0.053127,0.072416,0.053313,4
0,0,1,0.405405,0.420168,0.10177,0.095449,0.061197,0.096774,0.088191,6
1,0,0,0.722973,0.714286,0.132743,0.424296,0.375925,0.322581,0.277529,12
0,1,0,0.722973,0.739496,0.163717,0.40765,0.359785,0.38183,0.242651,6
1,0,0,0.668919,0.680672,0.123894,0.336993,0.299597,0.271231,0.242651,10
1,0,0,0.682432,0.672269,0.150442,0.32867,0.273705,0.340355,0.217738,7
1,0,0,0.756757,0.773109,0.150442,0.450859,0.341627,0.375905,0.337319,14
1,0,0,0.844595,0.882353,0.181416,0.753675,0.497983,0.644503,0.576482,18
1,0,0,0.810811,0.789916,0.163717,0.56136,0.465703,0.441738,0.392128,11
0,1,0,0.77027,0.789916,0.168142,0.639809,0.472428,0.510862,0.392128,16
1,0,0,0.905405,0.890756,0.190265,0.884363,0.622394,0.620803,0.696064,15
0,1,0,0.824324,0.823529,0.159292,0.625465,0.503362,0.515471,0.481814,14
1,0,0,0.716216,0.731092,0.159292,0.433859,0.322125,0.377222,0.347285,16
0,1,0,0.695946,0.689076,0.132743,0.3524,0.262946,0.323239,0.337319,10
0,1,0,0.777027,0.789916,0.154867,0.503099,0.409549,0.39368,0.441953,18
0,1,0,0.709459,0.714286,0.132743,0.363733,0.274042,0.355497,0.292476,14
0,1,0,0.736486,0.747899,0.154867,0.419338,0.334566,0.396313,0.347285,10
1,0,0,0.75,0.773109,0.141593,0.359129,0.282784,0.320606,0.352267,17
1,0,0,0.682432,0.689076,0.128319,0.313441,0.295562,0.217248,0.262581,9
0,1,0,0.682432,0.672269,0.106195,0.379494,0.321453,0.359447,0.262581,8
1,0,0,0.75,0.731092,0.159292,0.399504,0.30733,0.363397,0.312407,10
0,1,0,0.831081,0.848739,0.190265,0.608111,0.456624,0.393022,0.466866,15
0,1,0,0.777027,0.823529,0.146018,0.553922,0.4462,0.454246,0.412058,14
0,1,0,0.790541,0.857143,0.172566,0.622809,0.464694,0.42923,0.496761,14
0,1,0,0.817568,0.882353,0.176991,0.632194,0.392737,0.595787,0.596413,17
0,1,0,0.844595,0.87395,0.150442,0.463255,0.341964,0.412772,0.41704,12
1,0,0,0.824324,0.781513,0.132743,0.474942,0.311029,0.383805,0.39711,11
0,1,0,0.810811,0.823529,0.172566,0.6136,0.45965,0.485846,0.601395,18
1,0,0,0.75,0.731092,0.168142,0.416327,0.331204,0.442396,0.282511,9
0,1,0,0.689189,0.663866,0.141593,0.380733,0.335239,0.37788,0.247633,8
1,0,0,0.662162,0.689076,0.154867,0.351691,0.261264,0.24029,0.367215,13
0,1,0,0.722973,0.739496,0.163717,0.391889,0.248487,0.412113,0.327354,10
1,0,0,0.716216,0.697479,0.159292,0.403223,0.251849,0.368664,0.382162,13
1,0,0,0.621622,0.613445,0.128319,0.27944,0.221251,0.24819,0.247633,8
1,0,0,0.554054,0.579832,0.119469,0.234107,0.209818,0.179724,0.197808,8
1,0,0,0.533784,0.537815,0.106195,0.196387,0.151311,0.159974,0.192825,10
1,0,0,0.635135,0.621849,0.119469,0.298389,0.250168,0.275839,0.232686,8
0,1,0,0.513514,0.529412,0.09292,0.173721,0.144586,0.163265,0.133034,7
1,0,0,0.628378,0.613445,0.137168,0.260846,0.235709,0.199473,0.212755,10
1,0,0,0.52027,0.546218,0.119469,0.170002,0.138534,0.160632,0.143,8
1,0,0,0.560811,0.613445,0.110619,0.214981,0.160054,0.188282,0.217738,12
0,0,1,0.527027,0.537815,0.106195,0.166106,0.148621,0.156024,0.138017,7
0,0,1,0.459459,0.453782,0.088496,0.113157,0.102555,0.077683,0.103139,8
1,0,0,0.540541,0.537815,0.110619,0.209315,0.185609,0.150757,0.177877,8
0,1,0,0.533784,0.537815,0.110619,0.198158,0.168796,0.179724,0.177877,8
0,0,1,0.391892,0.403361,0.084071,0.087834,0.071621,0.071099,0.078226,7
0,0,1,0.364865,0.369748,0.084071,0.069949,0.050101,0.069783,0.068261,4
0,0,1,0.425676,0.428571,0.088496,0.106251,0.077337,0.083608,0.113104,9
0,1,0,0.574324,0.571429,0.123894,0.252701,0.212172,0.231073,0.237668,8
1,0,0,0.533784,0.546218,0.128319,0.207013,0.159718,0.18894,0.18286,6
1,0,0,0.621622,0.647059,0.132743,0.238888,0.171486,0.182357,0.257598,10
1,0,0,0.689189,0.672269,0.132743,0.348858,0.292199,0.272548,0.307424,9
0,1,0,0.554054,0.521008,0.106195,0.207721,0.180901,0.171824,0.172895,7
1,0,0,0.594595,0.672269,0.119469,0.25518,0.197714,0.213298,0.232686,7
0,1,0,0.486486,0.453782,0.097345,0.152825,0.119032,0.129032,0.152965,5
0,1,0,0.594595,0.605042,0.123894,0.244909,0.20881,0.199473,0.197808,8
0,0,1,0.493243,0.487395,0.106195,0.128564,0.110625,0.108624,0.108122,5
0,1,0,0.608108,0.647059,0.132743,0.29768,0.247142,0.260698,0.237668,10
1,0,0,0.506757,0.504202,0.10177,0.168939,0.142233,0.136932,0.147982,6
1,0,0,0.695946,0.722689,0.106195,0.321941,0.261601,0.238973,0.287494,14
1,0,0,0.648649,0.663866,0.128319,0.323358,0.268325,0.323239,0.282511,9
1,0,0,0.668919,0.647059,0.084071,0.292191,0.22764,0.290981,0.232686,6
1,0,0,0.695946,0.747899,0.146018,0.390473,0.306321,0.318631,0.337319,13
1,0,0,0.689189,0.705882,0.106195,0.333983,0.27505,0.277814,0.277529,12
0,1,0,0.682432,0.680672,0.106195,0.35116,0.310356,0.313364,0.277529,9
1,0,0,0.635135,0.647059,0.106195,0.302639,0.23302,0.225148,0.237668,10
0,1,0,0.716216,0.739496,0.150442,0.437932,0.354405,0.323897,0.387145,12
0,1,0,0.736486,0.697479,0.123894,0.364973,0.241762,0.294273,0.35725,13
0,1,0,0.75,0.747899,0.150442,0.464494,0.375588,0.350889,0.39711,18
1,0,0,0.75,0.773109,0.146018,0.47813,0.327505,0.458855,0.446936,18
0,1,0,0.75,0.747899,0.137168,0.355233,0.246133,0.261356,0.35725,14
1,0,0,0.635135,0.596639,0.123894,0.220648,0.149294,0.210007,0.232686,11
0,1,0,0.804054,0.815126,0.146018,0.531078,0.34768,0.470704,0.501744,12
0,0,1,0.560811,0.546218,0.106195,0.186648,0.144923,0.182357,0.152965,9
0,1,0,0.560811,0.563025,0.119469,0.204179,0.165098,0.16129,0.197808,11
0,0,1,0.290541,0.285714,0.061947,0.035063,0.023537,0.030283,0.033383,6
0,0,1,0.25,0.243697,0.061947,0.031875,0.02421,0.025675,0.028401,4
1,0,0,0.682432,0.663866,0.154867,0.377546,0.285138,0.266623,0.317389,11
0,1,0,0.722973,0.722689,0.146018,0.385869,0.263954,0.319947,0.327354,16
1,0,0,0.709459,0.747899,0.141593,0.358775,0.267989,0.227781,0.327354,17
0,1,0,0.655405,0.672269,0.110619,0.333274,0.230666,0.16919,0.372197,19
0,1,0,0.675676,0.663866,0.150442,0.370285,0.253194,0.223831,0.382162,16
0,1,0,0.668919,0.663866,0.154867,0.337701,0.254876,0.218565,0.292476,16
1,0,0,0.709459,0.697479,0.137168,0.366212,0.293544,0.257406,0.322372,18
1,0,0,0.662162,0.672269,0.150442,0.320347,0.229321,0.20474,0.317389,16
0,0,1,0.493243,0.487395,0.088496,0.128918,0.081372,0.118499,0.118087,11
1,0,0,0.574324,0.596639,0.132743,0.233752,0.188635,0.179724,0.217738,9
0,0,1,0.385135,0.369748,0.084071,0.076147,0.055817,0.056616,0.088191,5
0,0,1,0.418919,0.420168,0.084071,0.088543,0.060861,0.071758,0.088191,12
1,0,0,0.425676,0.411765,0.079646,0.107491,0.095494,0.084266,0.083209,7
1,0,0,0.574324,0.605042,0.146018,0.243138,0.166779,0.18104,0.247633,11
0,0,1,0.385135,0.369748,0.097345,0.08199,0.063215,0.068466,0.083209,8
0,0,1,0.351351,0.344538,0.088496,0.067292,0.052118,0.076366,0.068261,6
0,1,0,0.581081,0.621849,0.123894,0.300336,0.184264,0.213298,0.282511,17
0,0,1,0.432432,0.403361,0.088496,0.095449,0.089442,0.042133,0.083209,8
0,1,0,0.452703,0.453782,0.09292,0.128033,0.106254,0.100724,0.118087,8
0,1,0,0.655405,0.672269,0.168142,0.252169,0.189644,0.16919,0.272546,7
1,0,0,0.662162,0.638655,0.163717,0.34691,0.220578,0.178407,0.387145,11
1,0,0,0.662162,0.672269,0.163717,0.32743,0.237391,0.206715,0.372197,14
1,0,0,0.716216,0.747899,0.154867,0.388171,0.319771,0.304806,0.372197,10
0,1,0,0.662162,0.672269,0.132743,0.289888,0.244788,0.20869,0.257598,16
1,0,0,0.878378,0.857143,0.190265,0.669028,0.468393,0.621461,0.576482,14
0,1,0,0.810811,0.806723,0.141593,0.498672,0.397445,0.41738,0.41704,14
0,1,0,0.797297,0.840336,0.172566,0.508766,0.390047,0.465438,0.35725,15
0,1,0,0.662162,0.731092,0.137168,0.326722,0.271688,0.288348,0.252616,9
0,1,0,0.77027,0.831933,0.154867,0.456703,0.38265,0.400263,0.327354,12
1,0,0,0.675676,0.697479,0.123894,0.295909,0.233692,0.227781,0.237668,9
0,1,0,0.763514,0.815126,0.154867,0.431734,0.3423,0.340355,0.387145,13
0,0,1,0.385135,0.378151,0.09292,0.069772,0.046066,0.058591,0.078226,7
0,0,1,0.459459,0.428571,0.097345,0.104303,0.082044,0.074391,0.097658,8
0,1,0,0.608108,0.596639,0.119469,0.250221,0.196369,0.200132,0.232686,9
1,0,0,0.412162,0.386555,0.088496,0.093678,0.076664,0.079658,0.073244,9
0,1,0,0.689189,0.689076,0.150442,0.350452,0.259247,0.294273,0.262581,10
0,0,1,0.222973,0.218487,0.061947,0.024615,0.016812,0.023041,0.023418,4
0,0,1,0.195946,0.184874,0.048673,0.018594,0.013786,0.015142,0.018435,3
0,0,1,0.243243,0.235294,0.061947,0.025323,0.016476,0.025675,0.023418,4
0,0,1,0.135135,0.117647,0.044248,0.007615,0.004707,0.00395,0.006477,3
0,1,0,0.804054,0.831933,0.168142,0.491766,0.364156,0.398947,0.39711,10
1,0,0,0.783784,0.798319,0.172566,0.49088,0.380632,0.359447,0.407075,11
0,1,0,0.817568,0.831933,0.185841,0.617142,0.401143,0.400922,0.621325,15
1,0,0,0.810811,0.840336,0.176991,0.508766,0.365837,0.35023,0.461883,19
0,1,0,0.614865,0.647059,0.119469,0.276784,0.209818,0.225148,0.216243,7
0,1,0,0.594595,0.588235,0.106195,0.228086,0.194015,0.184332,0.174888,8
0,0,1,0.47973,0.478992,0.106195,0.125908,0.100874,0.084266,0.102641,7
0,1,0,0.601351,0.588235,0.106195,0.221356,0.177202,0.185648,0.178874,9
0,1,0,0.635135,0.605042,0.141593,0.272534,0.182246,0.190915,0.274041,8
1,0,0,0.614865,0.605042,0.154867,0.261201,0.174849,0.183015,0.262083,15
0,1,0,0.527027,0.495798,0.10177,0.148397,0.104573,0.119157,0.132536,7
1,0,0,0.797297,0.815126,0.154867,0.476359,0.332549,0.333772,0.412058,15
1,0,0,0.891892,0.89916,0.199115,0.621215,0.427707,0.447663,0.576482,19
1,0,0,0.790541,0.823529,0.163717,0.466797,0.356086,0.34628,0.451918,14
1,0,0,0.675676,0.579832,0.137168,0.329556,0.241762,0.321264,0.297459,15
1,0,0,0.668919,0.689076,0.110619,0.299982,0.253867,0.231731,0.237668,13
0,1,0,0.682432,0.680672,0.132743,0.351868,0.287828,0.278473,0.257598,17
1,0,0,0.75,0.714286,0.128319,0.357535,0.284129,0.311389,0.302441,10
0,1,0,0.689189,0.689076,0.123894,0.320878,0.255548,0.211982,0.312407,11
1,0,0,0.641892,0.663866,0.115044,0.325128,0.253531,0.313364,0.287494,9
0,1,0,0.743243,0.773109,0.132743,0.438994,0.351379,0.402897,0.35725,13
1,0,0,0.628378,0.613445,0.119469,0.285284,0.233692,0.235681,0.232686,9
0,1,0,0.668919,0.672269,0.146018,0.374535,0.295225,0.288348,0.282511,12
1,0,0,0.695946,0.672269,0.128319,0.379316,0.318763,0.249506,0.282511,12
1,0,0,0.682432,0.680672,0.115044,0.325483,0.239408,0.237656,0.287494,11
0,1,0,0.783784,0.764706,0.137168,0.455994,0.358776,0.375247,0.407075,9
1,0,0,0.783784,0.798319,0.154867,0.446786,0.32616,0.34628,0.412058,13
1,0,0,0.743243,0.747899,0.172566,0.484151,0.394418,0.287031,0.367215,15
0,1,0,0.743243,0.747899,0.132743,0.336816,0.231002,0.293614,0.302441,13
0,1,0,0.763514,0.781513,0.154867,0.441296,0.284802,0.341014,0.476831,10
0,1,0,0.716216,0.722689,0.146018,0.357181,0.291863,0.274523,0.297459,17
0,1,0,0.72973,0.789916,0.137168,0.367098,0.286483,0.304147,0.342302,9
1,0,0,0.648649,0.663866,0.154867,0.308837,0.21957,0.265306,0.302441,8
0,1,0,0.682432,0.647059,0.159292,0.301753,0.245797,0.214615,0.242651,10
0,1,0,0.736486,0.697479,0.199115,0.394192,0.253531,0.281764,0.35725,13
0,1,0,0.709459,0.756303,0.168142,0.39915,0.294217,0.336406,0.35725,11
0,1,0,0.743243,0.722689,0.168142,0.415265,0.294217,0.302831,0.41704,15
1,0,0,0.709459,0.697479,0.154867,0.39065,0.326496,0.324556,0.312407,13
1,0,0,0.655405,0.680672,0.207965,0.296618,0.222932,0.206057,0.302441,10
1,0,0,0.689189,0.672269,0.199115,0.372941,0.255884,0.290323,0.362232,13
1,0,0,0.655405,0.638655,0.159292,0.314149,0.241426,0.267939,0.247633,9
0,0,1,0.655405,0.655462,0.137168,0.308659,0.201412,0.274523,0.272546,14
0,0,1,0.817568,0.798319,0.163717,0.392244,0.294553,0.321922,0.337319,8
0,1,0,0.513514,0.495798,0.123894,0.182929,0.147949,0.165899,0.133034,8
0,1,0,0.560811,0.546218,0.128319,0.237471,0.166779,0.237656,0.207773,8
1,0,0,0.317568,0.277311,0.075221,0.051001,0.04035,0.0474,0.043348,4
0,1,0,0.27027,0.235294,0.061947,0.027625,0.020175,0.02765,0.023418,3
1,0,0,0.263514,0.235294,0.070796,0.034709,0.025219,0.025016,0.028401,4
1,0,0,0.439189,0.394958,0.10177,0.098282,0.074311,0.075049,0.073244,7
1,0,0,0.277027,0.243697,0.070796,0.031698,0.02152,0.02765,0.028401,3
1,0,0,0.337838,0.294118,0.079646,0.051355,0.039677,0.044108,0.043348,2
0,1,0,0.364865,0.327731,0.079646,0.071188,0.051782,0.077024,0.053313,4
1,0,0,0.182432,0.159664,0.044248,0.012927,0.009751,0.010533,0.00847,1
0,1,0,0.385135,0.361345,0.079646,0.066053,0.056153,0.050033,0.053313,3
0,0,1,0.391892,0.344538,0.10177,0.076501,0.062206,0.057933,0.068261,7
1,0,0,0.168919,0.142857,0.048673,0.011688,0.009079,0.009875,0.00847,3
1,0,0,0.216216,0.176471,0.053097,0.018594,0.017149,0.01185,0.013453,2
1,0,0,0.135135,0.117647,0.035398,0.007792,0.005716,0.007242,0.003488,2
1,0,0,0.108108,0.092437,0.035398,0.004781,0.003699,0.003292,0.003488,1
0,1,0,0.668919,0.655462,0.137168,0.258899,0.188971,0.20869,0.232686,12
0,1,0,0.668919,0.663866,0.141593,0.343368,0.265972,0.335089,0.257598,10
1,0,0,0.418919,0.411765,0.084071,0.084293,0.058843,0.077024,0.083209,7
0,0,1,0.614865,0.613445,0.163717,0.265628,0.200403,0.20474,0.20279,18
0,1,0,0.52027,0.504202,0.115044,0.161502,0.128447,0.138249,0.128052,11
0,0,1,0.533784,0.529412,0.106195,0.165929,0.123403,0.138249,0.152965,10
0,1,0,0.486486,0.470588,0.097345,0.133876,0.113315,0.112574,0.108122,7
0,0,1,0.533784,0.529412,0.123894,0.175846,0.140215,0.160632,0.143,8
0,0,1,0.527027,0.546218,0.115044,0.160085,0.126765,0.104674,0.152965,9
0,0,1,0.601351,0.588235,0.123894,0.203825,0.133826,0.190257,0.176881,9
1,0,0,0.290541,0.294118,0.066372,0.040553,0.028245,0.032916,0.038366,5
1,0,0,0.27027,0.252101,0.061947,0.032584,0.021856,0.025675,0.030892,3
0,1,0,0.405405,0.394958,0.10177,0.095095,0.06187,0.086241,0.086697,8
0,1,0,0.574324,0.537815,0.123894,0.213211,0.162071,0.185648,0.176881,13
0,1,0,0.493243,0.504202,0.10177,0.146272,0.105918,0.121132,0.129048,9
1,0,0,0.466216,0.453782,0.10177,0.10147,0.066577,0.074391,0.111609,13
1,0,0,0.5,0.495798,0.10177,0.127324,0.104573,0.090849,0.115097,6
0,1,0,0.412162,0.394958,0.09292,0.090313,0.065905,0.066491,0.083209,8
1,0,0,0.331081,0.319328,0.066372,0.054365,0.038668,0.049375,0.047334,9
1,0,0,0.243243,0.235294,0.057522,0.027625,0.020511,0.023041,0.025411,6
1,0,0,0.175676,0.168067,0.039823,0.014344,0.01076,0.006583,0.013951,5
0,1,0,0.662162,0.663866,0.141593,0.280857,0.241762,0.204082,0.227703,10
0,0,1,0.648649,0.621849,0.159292,0.309191,0.247814,0.263331,0.252616,9
0,0,1,0.777027,0.773109,0.141593,0.411015,0.332213,0.266623,0.327354,15
0,0,1,0.72973,0.731092,0.137168,0.349389,0.278077,0.25609,0.342302,11
0,0,1,0.655405,0.647059,0.146018,0.282628,0.224613,0.227781,0.247633,10
0,0,1,0.547297,0.529412,0.106195,0.181335,0.13887,0.171824,0.152965,11
0,0,1,0.554054,0.563025,0.110619,0.208606,0.192334,0.18499,0.118087,7
0,0,1,0.574324,0.554622,0.132743,0.221179,0.174512,0.218565,0.157947,8
0,0,1,0.608108,0.588235,0.132743,0.280857,0.20612,0.269256,0.252616,12
0,1,0,0.790541,0.747899,0.146018,0.420931,0.307666,0.391705,0.367215,10
0,1,0,0.790541,0.798319,0.150442,0.468922,0.348352,0.344964,0.436971,11
0,0,1,0.601351,0.579832,0.128319,0.233044,0.178884,0.138249,0.217738,11
0,1,0,0.493243,0.478992,0.09292,0.12821,0.098857,0.105332,0.115595,6
0,0,1,0.594595,0.579832,0.106195,0.23269,0.181237,0.235023,0.167912,11
0,1,0,0.540541,0.495798,0.10177,0.159377,0.11466,0.120474,0.152965,9
0,1,0,0.635135,0.605042,0.132743,0.259076,0.18729,0.213957,0.216243,9
0,1,0,0.533784,0.504202,0.115044,0.192846,0.134163,0.16524,0.18286,12
1,0,0,0.371622,0.336134,0.057522,0.062688,0.046738,0.050033,0.058296,8
0,0,1,0.554054,0.504202,0.115044,0.205065,0.164089,0.17314,0.165919,10
0,0,1,0.486486,0.462185,0.110619,0.143085,0.112643,0.138249,0.09417,10
1,0,0,0.277027,0.260504,0.070796,0.037719,0.0269,0.034233,0.032885,5
0,1,0,0.452703,0.445378,0.10177,0.136356,0.110289,0.131666,0.096662,9
0,0,1,0.506757,0.495798,0.123894,0.167168,0.140551,0.142857,0.125561,14
0,0,1,0.506757,0.487395,0.119469,0.156189,0.132145,0.114549,0.115595,12
0,1,0,0.695946,0.672269,0.137168,0.376837,0.256221,0.298881,0.412058,18
0,1,0,0.668919,0.647059,0.123894,0.336993,0.253867,0.263989,0.302441,15
0,0,1,0.722973,0.705882,0.132743,0.341597,0.278077,0.262673,0.342302,8
0,1,0,0.722973,0.705882,0.123894,0.400567,0.354069,0.309414,0.347285,9
0,0,1,0.655405,0.621849,0.123894,0.324243,0.268662,0.259381,0.257598,8
0,1,0,0.689189,0.638655,0.154867,0.347087,0.272024,0.327847,0.267564,8
0,0,1,0.682432,0.655462,0.132743,0.313264,0.256893,0.274523,0.252616,9
0,1,0,0.75,0.714286,0.154867,0.48362,0.336584,0.398947,0.511709,15
0,1,0,0.743243,0.731092,0.154867,0.435984,0.373571,0.324556,0.362232,9
0,0,1,0.641892,0.621849,0.132743,0.284753,0.252186,0.22449,0.242651,12
0,1,0,0.77027,0.789916,0.168142,0.51762,0.444183,0.451613,0.431988,17
0,0,1,0.52027,0.504202,0.123894,0.174075,0.144586,0.174457,0.113104,11
0,1,0,0.452703,0.420168,0.088496,0.127855,0.116005,0.084924,0.108122,9
0,0,1,0.567568,0.563025,0.110619,0.234992,0.190316,0.21264,0.197808,9
0,0,1,0.601351,0.621849,0.150442,0.240305,0.187626,0.22844,0.192825,8
0,1,0,0.641892,0.596639,0.128319,0.292722,0.207465,0.250165,0.247633,11
1,0,0,0.506757,0.470588,0.123894,0.163095,0.109617,0.099408,0.147982,12
0,1,0,0.445946,0.428571,0.106195,0.108907,0.092132,0.075708,0.093174,11
0,0,1,0.587838,0.579832,0.132743,0.263149,0.191997,0.219882,0.232686,11
0,1,0,0.398649,0.394958,0.10177,0.087834,0.073974,0.074391,0.073244,7
0,0,1,0.608108,0.596639,0.154867,0.308837,0.240417,0.271889,0.20279,16
0,1,0,0.790541,0.781513,0.159292,0.535506,0.35306,0.391047,0.41704,17
1,0,0,0.621622,0.613445,0.132743,0.247034,0.172495,0.20079,0.237668,10
0,0,1,0.675676,0.672269,0.159292,0.301222,0.202085,0.239631,0.297459,11
0,1,0,0.641892,0.630252,0.123894,0.251992,0.171822,0.24424,0.22272,7
0,0,1,0.716216,0.697479,0.123894,0.331858,0.226967,0.263989,0.317389,11
0,0,1,0.716216,0.739496,0.128319,0.372587,0.247478,0.296248,0.35725,10
0,1,0,0.655405,0.655462,0.172566,0.346733,0.204438,0.294931,0.332337,14
0,0,1,0.621622,0.613445,0.128319,0.327253,0.26698,0.258065,0.247633,15
0,1,0,0.418919,0.436975,0.097345,0.100584,0.081708,0.082949,0.081714,8
0,1,0,0.425676,0.411765,0.088496,0.093147,0.071621,0.078341,0.084704,11
0,0,1,0.533784,0.487395,0.10177,0.172304,0.134163,0.14154,0.163926,9
0,0,1,0.594595,0.563025,0.123894,0.196033,0.133826,0.148782,0.221226,10
0,0,1,0.472973,0.487395,0.110619,0.149814,0.106927,0.104016,0.151968,11
1,0,0,0.364865,0.361345,0.079646,0.068355,0.051782,0.05925,0.057299,7
0,0,1,0.554054,0.529412,0.115044,0.161502,0.121049,0.148124,0.134031,8
1,0,0,0.398649,0.386555,0.088496,0.080043,0.044721,0.088216,0.079223,8
1,0,0,0.371622,0.352941,0.079646,0.062157,0.037996,0.054641,0.066268,10
0,1,0,0.493243,0.487395,0.150442,0.14397,0.100202,0.107966,0.149477,10
1,0,0,0.162162,0.151261,0.044248,0.010625,0.006052,0.009875,0.010463,2
1,0,0,0.337838,0.310924,0.066372,0.054188,0.031271,0.046083,0.058296,7
0,0,1,0.567568,0.529412,0.110619,0.168408,0.123739,0.092166,0.166916,16
0,0,1,0.506757,0.495798,0.128319,0.185231,0.139543,0.131007,0.163428,13
1,0,0,0.459459,0.487395,0.119469,0.136179,0.085407,0.091508,0.145989,11
0,1,0,0.533784,0.504202,0.123894,0.152647,0.101883,0.124424,0.149975,10
1,0,0,0.331081,0.310924,0.075221,0.059501,0.043376,0.061224,0.047334,5
1,0,0,0.317568,0.285714,0.066372,0.045157,0.029926,0.04345,0.042352,7
1,0,0,0.216216,0.193277,0.048673,0.017531,0.011432,0.013167,0.017937,5
1,0,0,0.364865,0.336134,0.070796,0.059146,0.039677,0.0553,0.052317,8
0,0,1,0.554054,0.546218,0.123894,0.237648,0.145595,0.170507,0.192825,16
0,1,0,0.574324,0.554622,0.10177,0.239596,0.197377,0.18104,0.192825,10
0,1,0,0.574324,0.554622,0.09292,0.175668,0.12004,0.143515,0.167912,15
0,0,1,0.527027,0.512605,0.09292,0.175668,0.143241,0.152074,0.138017,13
0,1,0,0.608108,0.588235,0.141593,0.232336,0.177875,0.147465,0.22272,10
0,1,0,0.472973,0.470588,0.084071,0.113335,0.080363,0.079658,0.123069,8
0,1,0,0.412162,0.420168,0.084071,0.098991,0.083726,0.068466,0.088191,6
0,0,1,0.614865,0.605042,0.128319,0.333628,0.257902,0.242923,0.262581,19
1,0,0,0.358108,0.352941,0.075221,0.064282,0.05111,0.059908,0.063279,8
0,0,1,0.540541,0.521008,0.10177,0.172835,0.149294,0.161949,0.13154,7
