@relation credit1rating1weka.filters.unsupervised.attribute.ReplaceMissingValues1weka.filters.unsupervised.attribute.NominalToBinary1Rfirst1last1weka.filters.unsupervised.attribute.Normalize1S1.01T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M100.0-weka.filters.unsupervised.attribute.AddExpression-Ea43+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R43

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4=u numeric
@attribute A4=y numeric
@attribute A4=l numeric
@attribute A5=g numeric
@attribute A5=p numeric
@attribute A5=gg numeric
@attribute A6=c numeric
@attribute A6=d numeric
@attribute A6=cc numeric
@attribute A6=i numeric
@attribute A6=j numeric
@attribute A6=k numeric
@attribute A6=m numeric
@attribute A6=r numeric
@attribute A6=q numeric
@attribute A6=w numeric
@attribute A6=x numeric
@attribute A6=e numeric
@attribute A6=aa numeric
@attribute A6=ff numeric
@attribute A7=v numeric
@attribute A7=h numeric
@attribute A7=bb numeric
@attribute A7=j numeric
@attribute A7=n numeric
@attribute A7=z numeric
@attribute A7=dd numeric
@attribute A7=ff numeric
@attribute A7=o numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13=g numeric
@attribute A13=p numeric
@attribute A13=s numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute a43+1 {1,2}

@data
1,0.651579,0.011964,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035088,0,1,0,0,1,0,0,0.126,0.02197,2
1,0.631579,0.252857,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.236842,0,0,0.044776,0,1,0,0,0.05,0.0005,2
0,0.443609,0.900357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007368,0,0,0.014925,1,1,0,0,0.38,0.0009,2
1,0.174135,0.074464,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.096491,0,1,0,0,1,0,0,0.18,0.00001,2
1,0.162857,0.023929,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.061404,0,1,0,1,1,0,0,0.2,0,2
0,0.442406,0.080357,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026316,0,1,0,1,1,0,0,0.28,0,2
0,0.408571,0.029821,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.065,0.00001,2
0,0.27188,0.089286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.263158,0,1,0,0,1,0,0,0.2615,0,2
1,0.303308,0.056607,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.16,0,2
1,0.16797,0.044643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.04,0,2
0,0.323308,0.113036,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.131579,0,1,0,0,1,0,0,0.34,0,2
0,0.308271,0.0625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008772,0,1,0,0,1,0,0,0.0815,0,2
0,1,0.196429,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.018947,0,1,0,1,1,0,0,0,0.0034,2
0,0.085263,0.053571,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.070175,0,1,0,0,1,0,0,0.05,0.0002,2
0,0.43609,0.107143,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035088,0,1,0,1,1,0,0,0,0.002,2
0,0.089023,0.357143,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.029298,0,1,0,0,1,0,0,0.07,0,2
0,0.339549,0.135357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.040877,0,1,0,0,1,0,0,0.1,0,2
0,0.245564,0.037143,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,0,0,0.149254,0,1,0,0,0.066,0.00028,2
0,0.458647,0.392857,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,0,0,2
0,0.14782,0.016429,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.092105,0,0,0.089552,0,1,0,0,0.104,0.00347,2
0,0.152932,0.053571,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.065789,0,0,0.089552,1,1,0,0,0.1,0.00327,1
0,0.29203,0.035714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.026316,0,0,0.104478,0,1,0,0,0.17,0.04071,1
0,0.52,0.428571,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.561404,0,1,0,1,0,0,1,0.055,0,1
0,0.947368,0.796071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.447368,0,0,0.014925,0,1,0,0,0,0.00109,1
0,0.565113,0.357143,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.164179,1,1,0,0,0,0.01249,1
0,0.315789,0.535714,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.188596,0,0,0.134328,0,1,0,0,0,0.00134,1
0,0.373383,0.119107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.140351,0,0,0.208955,1,1,0,0,0.1915,0.01344,1
1,0.130376,0.401786,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.026316,0,0,0.059701,1,1,0,0,0,0.00321,1
0,0.423609,0.015,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007368,0,0,0.089552,1,1,0,0,0.11,0.00948,1
0,0.238045,0.160714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.263158,0,0,0.029851,0,1,0,0,0.165,0,1
1,0.276992,0.052143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03807,0,0,0.238806,1,1,0,0,0.06,0.02079,1
0,0.566466,0.001429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.001404,0,1,0,1,1,0,0,0,0.03,1
1,0.136541,0.081786,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.080351,0,0,0.104478,0,1,0,0,0.07,0.02384,1
1,0.169173,0.440357,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.122807,0,0,0.089552,1,1,0,0,0.2,0.00458,1
0,0.195489,0.040179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.04386,0,1,0,1,1,0,0,0,0.05298,1
0,0.14406,0.053571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.049649,0,1,0,1,1,0,0,0.211,0.002,1
0,0.160451,0.440536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.055614,0,1,0,0,1,0,0,0.06,0,1
0,0.427368,0.18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.447368,0,1,0,0,1,0,0,0.046,0,1
1,0.106466,0.107143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,1,0,0,0.05,0,1
0,0.140301,0.410714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.074561,0,0,0.164179,0,1,0,0,0.145,0.00284,1
1,0.171729,0.102679,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.030702,0,1,0,1,1,0,0,0.18,0,1
0,0.441053,0.013393,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013158,0,0,0.119403,0,1,0,0,0.15,0.00162,1
1,0.330827,0.032679,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.026316,0,0,0.059701,1,1,0,0,0,0.01583,1
0,0.68797,0.098214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061404,0,0,0.074627,0,1,0,0,0.03,0.00058,1
0,0.109023,0.107143,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03807,0,0,0.119403,0,1,0,0,0.08,0.00001,1
0,0.122857,0.019286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,0,0.014925,0,1,0,0,0.42,0.00059,1
1,0.773233,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.164179,0,1,0,0,0,0.014,1
1,0.098947,0.357143,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,0,0,0.059701,1,1,0,0,0.025,0.01465,1
0,0.278195,0.005893,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.114035,0,0,0.014925,0,1,0,0,0.216,0.08,1
0,0.246917,0.017857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061404,0,0,0.164179,1,1,0,0,0.016,0.0054,1
0,0.171729,0.214286,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,0,0.044776,1,1,0,0,0,0,1
0,0.382256,0.058036,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,0,0,0.149254,1,1,0,0,0.093,0.047,1
0,0.380902,0.214286,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.045263,0,0,0.074627,0,1,0,0,0.054,0.01097,1
0,0.269474,0.029643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.046842,0,0,0.119403,0,1,0,0,0.1515,0.0329,1
0,0.409774,0.001429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,0,0.014925,1,0,0,1,0.28,0,1
0,0.522556,0.151786,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,0,1,0,0,1,0,0,0.1125,0,1
0,0.284511,0.321429,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.184211,0,1,0,0,1,0,0,0.077,0,1
1,0.215489,0.535714,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0.13212,1
0,0.897293,0.633929,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,0.756842,0.714286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.614035,0,0,0.134328,0,1,0,0,0,0.01,1
0,0.568872,0.535714,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.298246,0,0,0.134328,1,1,0,0,0,0,1
0,0.194286,0.0625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,0,0.074627,0,1,0,0,0.08,0.05777,1
0,0.174135,0.020714,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010175,0,0,0.104478,0,1,0,0,0.048,0.05124,1
0,0.246917,0.232143,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.109649,0,0,0.119403,1,1,0,0,0.165,0.012,1
0,0.199248,0.026786,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.149123,0,0,0.044776,0,1,0,0,0.156,0.0015,1
0,0.141654,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.092007,0,1
0,0.307068,0.1875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,1,1,0,0,1,0,0,0.145,0.00006,1
0,0.374737,0.0075,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,0,1,0,0,1,0,0,0.14,0,1
0,0.180451,0.026786,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008772,0,1,0,1,1,0,0,0.1745,0.00023,1
1,0.486165,0.107143,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.083333,0,0,0.119403,0,1,0,0,0.198,0.04159,1
1,0.116541,0.214286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.087719,0,0,0.044776,1,1,0,0,0.04,0.00918,1
0,0.095188,0.004464,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,0,0.014925,1,1,0,0,0.12,0.00768,1
0,0.101504,0.08625,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.070175,0,0,0.164179,0,1,0,0,0.1,0.03,1
1,0.236842,0.016429,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.018947,0,0,0.059701,1,1,0,0,0.19,0.005,1
0,0.428571,0.0625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.075,0.00001,2
0,0.241805,0.044643,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,1,1,0,0,0.112,0,2
0,0.095188,0.008929,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.1,0,2
0,0.145414,0.020893,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.002982,0,1,0,1,1,0,0,0.09,0,2
1,0.238045,0.0625,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04386,1,1,0,0,1,0,0,0.14,0,2
0,0.036391,0.001429,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0,0,1
0,0.279398,0.125,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,1,1,0,0,1,0,0,0.116,0,2
0,0.267942,0.001429,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.149123,1,1,0,0,1,0,0,0.23,0,2
0,0.512481,0.14875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.002982,1,1,0,0,1,0,0,0.26,0,2
0,0.093985,0.044643,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.07,0.00004,2
0,0.20797,0.116071,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.178421,1,0,0.029851,0,1,0,0,0.1845,0.00001,2
0,0.12406,0.028214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010175,1,0,0.014925,1,1,0,0,0.21,0.00283,2
0,0.08391,0.389821,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.020526,1,0,0.029851,0,1,0,0,0.1,0.00007,2
1,0.369624,0.157679,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.08,0,2
0,0.235639,0.044643,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008772,1,0,0.029851,0,1,0,0,0.2,0.00108,2
0,0.134135,0.026786,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055614,1,0,0.014925,0,1,0,0,0.2,0.00009,2
0,0.278195,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.029851,1,1,0,0,0.08,0.00001,2
0,0.238045,0.169643,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.070175,1,0,0.014925,0,1,0,0,0.23,0.00068,2
0,0.070226,0.371964,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,1,0,0,0.06,0.00375,2
0,0.126617,0.080357,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.08,0.0001,2
0,0.134135,0.005893,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.078947,1,1,0,0,0,0,1,0,0,1
1,0.177895,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.092007,0,1
0,0.076391,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.023333,1,1,0,1,1,0,0,0.08,0.00001,2
0,0.117744,0.028214,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.023333,1,1,0,1,1,0,0,0.08,0,2
0,0.150376,0.428571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.073158,1,1,0,1,0,0,1,0.04,0,2
0,0.12406,0.279821,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.005789,1,1,0,0,1,0,0,0.092007,0,2
0,0.335789,0.090714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0.01,2
0,0.233083,0.464286,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017544,1,1,0,1,1,0,0,0.114,0,2
1,0.087669,0.02375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.058421,1,1,0,1,1,0,0,0.11,0.00005,2
1,0.137895,0.044643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,0,1,0,0,0.06,0.00809,2
1,0.203008,0.010357,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.004386,1,0,0.014925,0,1,0,0,0.136,0.00108,2
1,0.37594,0.053571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.038,0,2
0,0.280752,0.077321,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.06,0,2
1,0.150376,0.025357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,0,0.014925,0,1,0,0,0.12,0.00004,2
0,0.066466,0.087857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.033684,1,0,0.029851,0,1,0,0,0.08,0.00587,2
0,0.408571,0.017857,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,1,1,0,0,1,0,0,0.065,0,2
0,0.086466,0.342321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.027719,1,1,0,1,1,0,0,0.04,0.0035,2
0,0.223008,0.129464,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,0,1,0,0,0.05,0,2
0,0.328271,0.026786,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,1,1,0,0,1,0,0,0.1155,0,2
0,0.307068,0.098214,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.087719,1,1,0,0,1,0,0,0.116,0.002,2
0,0.29203,0.080357,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.122807,1,1,0,0,1,0,0,0.1,0.00141,2
0,0.26812,0.026786,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.122807,1,1,0,0,1,0,0,0.16,0,2
1,0.582707,0.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.105263,1,1,0,1,1,0,0,0,0,2
0,0.337143,0.015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010175,1,1,0,0,1,0,0,0.1545,0.00002,2
0,0.354586,0.095179,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,0,1,0,0,0,0.00501,2
1,0.106466,0.303571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,1,1,0,0,0,0.00351,2
0,0.155338,0.321429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,0,1,0,0,0,0,2
0,0.177895,0.011964,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.122807,1,1,0,0,1,0,0,0.17,0,2
1,0.322105,0.133929,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.089552,1,1,0,0,0,0.002,2
0,0.516241,0.133929,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035088,1,1,0,1,1,0,0,0.05,0.00002,2
1,0.031278,0.272321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,0,0.014925,0,1,0,0,0,0.0016,2
1,0.131579,0.014821,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.011754,1,1,0,0,0,0,1,0.072,0,2
0,0.116541,0.410714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,0,1,0,0,0.05,0.00068,2
1,0.14782,0.029643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.014561,1,0,0.014925,0,1,0,0,0.1,0.00011,2
1,0.110226,0.178571,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2
0,0.179248,0.116071,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.080351,1,0,0.014925,0,1,0,0,0.208,0.00021,2
1,0.378496,0.059464,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,1,1,0,0,0,0.0039,2
1,0.030075,0.013393,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,1,0,1,1,0,0,0.06,0.00018,2
1,0.223008,0.133929,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,0,0.014925,0,1,0,0,0.02,0.00154,2
0,0.12782,0.321429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.002982,1,1,0,1,1,0,0,0,0,2
